Ordre;Site_gestion_date_Quadrat;Qtte_Plantes;Sp_Plantes;individu;Sp_Pollinisateurs;N_Interactions
631;Mendel_Tonte_Juin;18;Crepis_capillaris;507;Panurgus_calcaratus;4
632;Mendel_Tonte_Juin;18;Crepis_capillaris;508;Lasioglossum_(Dialictus)_spec.;1
633;Mendel_Tonte_Juin;18;Crepis_capillaris;509;Lasioglossum_(Leuchalictus)_spec.;5
634;Mendel_Tonte_Juin;18;Crepis_capillaris;503;Syrphus_ribesii;3
635;Mendel_Tonte_Juin;6;Bellis_perennis;503;Syrphus_ribesii;1
636;Mendel_Tonte_Juin;18;Crepis_capillaris;510;Anthophila_indet.;6
637;Mendel_Tonte_Juin;18;Crepis_capillaris;511;Anthophila_indet.;5
638;Mendel_Tonte_Juin;18;Crepis_capillaris;512;Anthophila_indet.;5
639;Kellner_Fauche_Juin_Q1;9;Betonica_officinalis;515;Syrphus_spec.;1
640;Kellner_Fauche_Juin_Q1;14;Hypericum_perforatum;519;Sphaerophoria_scripta;3
641;Kellner_Fauche_Juin_Q1;1;Medicago_lupulina;;No;0
642;Kellner_Fauche_Juin_Q1;15;Origanum_vulgare;520;Apis_mellifera;7
643;Kellner_Fauche_Juin_Q1;14;Hypericum_perforatum;515;Syrphus_spec.;2
644;Kellner_Fauche_Juin_Q1;15;Origanum_vulgare;516;Apis_mellifera;3
645;Kellner_Fauche_Juin_Q1;15;Origanum_vulgare;517;Pieris_spec.;1
646;Kellner_Fauche_Juin_Q1;15;Origanum_vulgare;518;Apis_mellifera;3
647;Kellner_Fauche_Juin_Q2;3;Hypericum_perforatum;523;Episyrphus_balteatus;2
648;Kellner_Fauche_Juin_Q2;4;Jacobaea_vulgaris;521;Megachile_spec.;1
649;Kellner_Fauche_Juin_Q2;1;Lotus_corniculatus;;No;0
650;Kellner_Fauche_Juin_Q2;5;Rhinanthus_angustifolius;;No;0
651;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;532;Apis_mellifera;5
652;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;533;Episyrphus_balteatus;1
653;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;528;Osmia_leaiana/niveata;1
654;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;522;Apis_mellifera;1
655;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;524;Apis_mellifera;3
656;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;525;Andrena_spec.;1
657;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;526;Halictus_scabiosae;1
658;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;527;Bombus_vestalis/bohemicus;1
659;Kellner_Fauche_Juin_Q2;15;Centaurea_jacea;531;Apis_mellifera;1
660;Kellner_Fauche_Juin_Q2;3;Hypericum_perforatum;529;Episyrphus_balteatus;1
661;Kellner_Fauche_Juin_Q2;3;Hypericum_perforatum;530;Syrphus_spec.;1
662;Kellner_Fauche_Juin_Q3;3;Achillea_millefolium;536;Helophilus_pendulus;1
663;Kellner_Fauche_Juin_Q3;4;Hypericum_perforatum;540;Episyrphus_balteatus;1
664;Kellner_Fauche_Juin_Q3;1;Jacobaea_vulgaris;539;Episyrphus_balteatus;1
665;Kellner_Fauche_Juin_Q3;2;Malva_alcea_._Malva_moschata;535;Lasioglossum_spec.;1
666;Kellner_Fauche_Juin_Q3;25;Origanum_vulgare;539;Episyrphus_balteatus;1
667;Kellner_Fauche_Juin_Q3;4;Prunella_vulgaris;;No;0
668;Kellner_Fauche_Juin_Q3;4;Rhinanthus_angustifolius;;No;0
669;Kellner_Fauche_Juin_Q3;25;Origanum_vulgare;534;Helophilus_pendulus;4
670;Kellner_Fauche_Juin_Q3;1;Jacobaea_vulgaris;537;Syrphus_spec.;1
671;Kellner_Fauche_Juin_Q3;4;Hypericum_perforatum;538;Sphaerophoria_spec.;1
672;Kellner_Fauche_Juin_Q3;1;Jacobaea_vulgaris;536;Helophilus_pendulus;1
673;Kellner_Fauche_Juin_Q3;25;Origanum_vulgare;536;Helophilus_pendulus;1
674;Kellner_Tonte_Juin;27;Bellis_perennis;547;Eupeodes_corollae;1
675;Kellner_Tonte_Juin;1;Cerastium_fontanum;;No;0
676;Kellner_Tonte_Juin;5;Crepis_capillaris;546;Anthophila_indet.;1
677;Kellner_Tonte_Juin;3;Prunella_vulgaris;;No;0
678;Kellner_Tonte_Juin;27;Bellis_perennis;541;Lasioglossum_spec.;1
679;Kellner_Tonte_Juin;27;Bellis_perennis;542;Episyrphus_balteatus;1
680;Kellner_Tonte_Juin;27;Bellis_perennis;543;Lasioglossum_spec.;2
681;Kellner_Tonte_Juin;27;Bellis_perennis;544;Episyrphus_balteatus;1
682;Kellner_Tonte_Juin;27;Bellis_perennis;545;Syrphidae_indet.;1
683;Serres_Fauche_Juin_Q1;1;Centaurea_jacea;553;Apis_mellifera;1
684;Serres_Fauche_Juin_Q1;28;Geranium_pratense;555;Apis_mellifera;7
685;Serres_Fauche_Juin_Q1;28;Geranium_pratense;556;Apis_mellifera;6
686;Serres_Fauche_Juin_Q1;28;Geranium_pratense;548;Osmia_leaiana/niveata;4
687;Serres_Fauche_Juin_Q1;28;Geranium_pratense;549;Apis_mellifera;5
688;Serres_Fauche_Juin_Q1;28;Geranium_pratense;550;Bombus_pascuorum;5
689;Serres_Fauche_Juin_Q1;28;Geranium_pratense;551;Apis_mellifera;2
690;Serres_Fauche_Juin_Q1;28;Geranium_pratense;552;Bombus_pascuorum;4
691;Serres_Fauche_Juin_Q1;28;Geranium_pratense;553;Apis_mellifera;5
692;Serres_Fauche_Juin_Q1;28;Geranium_pratense;554;Apis_mellifera;5
693;Serres_Fauche_Juin_Q2;4;Centaurea_jacea;557;Osmia_leaiana/niveata;2
694;Serres_Fauche_Juin_Q2;7;Hypericum_perforatum;570;Anthophila_indet.;1
695;Serres_Fauche_Juin_Q2;2;Jacobaea_vulgaris;569;Episyrphus_balteatus;1
696;Serres_Fauche_Juin_Q2;2;Lotus_corniculatus;;No;0
697;Serres_Fauche_Juin_Q2;10;Medicago_lupulina;;No;0
698;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;558;Bombus_vestalis/bohemicus;4
699;Serres_Fauche_Juin_Q2;1;Trifolium_repens;;No;0
700;Serres_Fauche_Juin_Q2;4;Centaurea_jacea;558;Bombus_vestalis/bohemicus;1
701;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;559;Andrena_spec.;2
702;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;560;Apis_mellifera;4
703;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;561;Helophilus_trivittatus;6
704;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;562;Apis_mellifera;5
705;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;564;Andrena_flavipes;9
706;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;563;Anthophila_indet.;6
707;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;565;Hylaeus_spec.;7
708;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;566;Apis_mellifera;1
709;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;567;Syritta_pipiens;1
710;Serres_Fauche_Juin_Q2;35;Origanum_vulgare;568;Bombus_vestalis;2
711;Serres_Fauche_Juin_Q3;9;Daucus_carota;585;Hylaeus_spec.;2
712;Serres_Fauche_Juin_Q3;2;Knautia_arvensis;575;Bombus_terrestris/lucorum/magnus/cryptarum;2
713;Serres_Fauche_Juin_Q3;1;Origanum_vulgare;;No;0
714;Serres_Fauche_Juin_Q3;9;Daucus_carota;584;Hylaeus_spec.;3
715;Serres_Fauche_Juin_Q3;9;Daucus_carota;571;Hylaeus_spec.;2
716;Serres_Fauche_Juin_Q3;9;Daucus_carota;572;Hylaeus_gredleri;3
717;Serres_Fauche_Juin_Q3;9;Daucus_carota;573;Hylaeus_communis;4
718;Serres_Fauche_Juin_Q3;9;Daucus_carota;574;Hylaeus_spec.;2
719;Serres_Fauche_Juin_Q3;9;Daucus_carota;576;Hylaeus_spec.;3
720;Serres_Fauche_Juin_Q3;9;Daucus_carota;577;Hylaeus_spec.;4
721;Serres_Fauche_Juin_Q3;9;Daucus_carota;578;Anthophila_indet.;1
722;Serres_Fauche_Juin_Q3;9;Daucus_carota;579;Hylaeus_spec.;2
723;Serres_Fauche_Juin_Q3;9;Daucus_carota;580;Hylaeus_spec.;2
724;Serres_Fauche_Juin_Q3;9;Daucus_carota;581;Hylaeus_spec.;2
725;Serres_Fauche_Juin_Q3;9;Daucus_carota;582;Anthophila_indet.;2
726;Serres_Fauche_Juin_Q3;9;Daucus_carota;583;Sphaerophoria_spec.;1
727;Carnoy_Fauche_Juin_Q1;23;Rhinanthus_minor;;No;0
728;Carnoy_Fauche_Juin_Q1;33;Trifolium_pratense;587;Bombus_pascuorum;1
729;Carnoy_Fauche_Juin_Q1;33;Trifolium_pratense;586;Episyrphus_balteatus;1
730;Carnoy_Fauche_Juin_Q2;8;Hypericum_perforatum;600;Anthophila_indet.;1
731;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;601;Hylaeus_spec.;1
732;Carnoy_Fauche_Juin_Q2;6;Medicago_lupulina;;No;0
733;Carnoy_Fauche_Juin_Q2;6;Origanum_vulgare;599;Maniola_jurtina;1
734;Carnoy_Fauche_Juin_Q2;3;Ranunculus_acris;;No;0
735;Carnoy_Fauche_Juin_Q2;12;Trifolium_repens;593;Bombus_pascuorum;2
736;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;589;Bombus_vestalis/bohemicus;4
737;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;590;Bombus_vestalis/bohemicus;5
738;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;591;Bombus_vestalis/bohemicus;1
739;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;592;Pieris_spec.;1
740;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;597;Bombus_vestalis/bohemicus;2
741;Carnoy_Fauche_Juin_Q2;8;Hypericum_perforatum;595;Lasioglossum_(Dialictus)_spec.;1
742;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;594;Bombus_vestalis/bohemicus;4
743;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;588;Bombus_vestalis/bohemicus;4
744;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;596;Bombus_vestalis/bohemicus;1
745;Carnoy_Fauche_Juin_Q2;11;Knautia_arvensis;598;Bombus_vestalis/bohemicus;2
746;Carnoy_Fauche_Juin_Q3;19;Centaurium_erythraea;603;Episyrphus_balteatus;1
747;Carnoy_Fauche_Juin_Q3;2;Leucanthemum_vulgare;;No;0
748;Carnoy_Fauche_Juin_Q3;1;Lotus_corniculatus;;No;0
749;Carnoy_Fauche_Juin_Q3;1;Medicago_lupulina;;No;0
750;Carnoy_Fauche_Juin_Q3;1;Prunella_vulgaris;;No;0
751;Carnoy_Fauche_Juin_Q3;2;Rhinanthus_minor;;No;0
752;Carnoy_Fauche_Juin_Q3;11;Trifolium_pratense;602;Bombus_pascuorum;7
753;Carnoy_Fauche_Juin_Q3;2;Trifolium_repens;;No;0
754;Carnoy_Fauche_Juin_Q3;1;Centaurea_jacea;604;Bombus_vestalis/bohemicus;1
755;Carnoy_Fauche_Juin_Q3;11;Trifolium_pratense;604;Bombus_vestalis/bohemicus;1
756;Carnoy_Fauche_Juin_Q3;19;Centaurium_erythraea;604;Bombus_vestalis/bohemicus;1
757;Carnoy_Tonte_Juin;27;Bellis_perennis;611;Anthophila_indet.;1
758;Carnoy_Tonte_Juin;1;Prunella_vulgaris;;No;0
759;Carnoy_Tonte_Juin;1;Ranunculus_repens;;No;0
760;Carnoy_Tonte_Juin;27;Bellis_perennis;608;Anthophila_indet.;1
761;Carnoy_Tonte_Juin;8;Trifolium_dubium;;No;0
762;Carnoy_Tonte_Juin;27;Bellis_perennis;607;Syrphidae_indet.;1
763;Carnoy_Tonte_Juin;95;Trifolium_repens;609;Apis_mellifera;3
764;Carnoy_Tonte_Juin;95;Trifolium_repens;606;Apis_mellifera;1
765;Carnoy_Tonte_Juin;95;Trifolium_repens;605;Apis_mellifera;22
766;Carnoy_Tonte_Juin;95;Trifolium_repens;610;Apis_mellifera;4
767;Carnoy_Tonte_Juin;95;Trifolium_repens;612;Apis_mellifera;13
768;Vinci_Tonte_miJuillet;13;Trifolium_repens;613;Apis_mellifera;1
769;Vinci_Tonte_miJuillet;6;Bellis_perennis;614;Lasioglossum_(Dialictus)_spec.;1
770;CEI_Fauche_miJuillet_Q1;11;Hypochaeris_radicata;617;Syrphus_spec.;1
771;CEI_Fauche_miJuillet_Q1;11;Hypochaeris_radicata;615;Anthophila_indet.;1
772;CEI_Fauche_miJuillet_Q1;11;Hypochaeris_radicata;616;Anthophila_indet.;1
773;CEI_Fauche_miJuillet_Q2;10;Bellis_perennis;619;Sphaerophoria_spec.;4
774;CEI_Fauche_miJuillet_Q2;10;Bellis_perennis;618;Syrphidae_indet.;1
775;CEI_Fauche_miJuillet_Q3;1;Geranium_molle;;No;0
776;CEI_Fauche_miJuillet_Q3;7;Hypochaeris_radicata;622;Andrena_humilis;6
777;CEI_Fauche_miJuillet_Q3;2;Jacobaea_vulgaris;621;Sphaerophoria_spec.;1
778;CEI_Fauche_miJuillet_Q3;2;Prunella_vulgaris;;No;0
779;CEI_Fauche_miJuillet_Q3;7;Hypochaeris_radicata;624;Anthophila_indet.;1
780;CEI_Fauche_miJuillet_Q3;7;Hypochaeris_radicata;620;Lasioglossum_spec.;1
781;CEI_Fauche_miJuillet_Q3;2;Jacobaea_vulgaris;623;Anthophila_indet.;1
782;CEI_Tonte_miJuillet;5;Trifolium_repens;625;Lasioglossum_spec.;1
783;CEI_Tonte_miJuillet;5;Trifolium_repens;627;Apis_mellifera;1
784;CEI_Tonte_miJuillet;5;Trifolium_repens;626;Bombus_lapidarius;2
785;CEI_Tonte_miJuillet;2;Bellis_perennis;;No;0
786;Hemptinne_Tonte_miJuillet;10;Bellis_perennis;629;Syritta_pipiens;1
787;Hemptinne_Tonte_miJuillet;2;Ranunculus_repens;631;Lasioglossum_(Dialictus)_spec.;1
788;Hemptinne_Tonte_miJuillet;5;Trifolium_dubium;;No;0
789;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;642;Bombus_lapidarius;4
790;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;628;Apis_mellifera;1
791;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;630;Bombus_terrestris/lucorum/magnus/cryptarum;25
792;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;632;Bombus_lapidarius;15
793;Hemptinne_Tonte_miJuillet;10;Bellis_perennis;631;Lasioglossum_(Dialictus)_spec.;1
794;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;633;Bombus_terrestris/lucorum/magnus/cryptarum;1
795;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;634;Apis_mellifera;18
796;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;635;Apis_mellifera;4
797;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;636;Bombus_lapidarius;4
798;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;637;Bombus_lapidarius;1
799;Hemptinne_Tonte_miJuillet;10;Bellis_perennis;638;Sphaerophoria_scripta;1
800;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;639;Bombus_pascuorum;12
801;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;640;Apis_mellifera;14
802;Hemptinne_Tonte_miJuillet;2;Ranunculus_repens;638;Sphaerophoria_scripta;1
803;Hemptinne_Tonte_miJuillet;83;Trifolium_repens;641;Bombus_lapidarius;4
804;Hemptinne_Fauche_miJuillet_Q1;3;Cirsium_arvense;649;Bombus_spec.;1
805;Hemptinne_Fauche_miJuillet_Q1;6;Jacobaea_vulgaris;650;Andrena_flavipes;4
806;Hemptinne_Fauche_miJuillet_Q1;1;Cirsium_vulgare;644;Bombus_vestalis/bohemicus;1
807;Hemptinne_Fauche_miJuillet_Q1;1;Cirsium_vulgare;645;Bombus_vestalis/bohemicus;1
808;Hemptinne_Fauche_miJuillet_Q1;6;Jacobaea_vulgaris;643;Anthophila_indet.;3
809;Hemptinne_Fauche_miJuillet_Q1;6;Jacobaea_vulgaris;646;Eristalis_pertinax;1
810;Hemptinne_Fauche_miJuillet_Q1;6;Jacobaea_vulgaris;647;Maniola_jurtina;1
811;Hemptinne_Fauche_miJuillet_Q1;6;Jacobaea_vulgaris;648;Aricia_agestis;1
812;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;682;Bombus_lapidarius;11
813;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;651;Bombus_lapidarius;6
814;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;652;Bombus_lapidarius;14
815;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;653;Bombus_lapidarius;16
816;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;654;Maniola_jurtina;1
817;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;655;Bombus_lapidarius;7
818;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;656;Halictus_scabiosae;9
819;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;657;Bombus_lapidarius;2
820;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;658;Halictus_scabiosae;4
821;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;659;Bombus_lapidarius;7
822;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;660;Bombus_pascuorum;2
823;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;661;Bombus_lapidarius;16
824;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;662;Halictus_scabiosae;13
825;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;663;Bombus_vestalis/bohemicus;6
826;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;664;Halictus_scabiosae;7
827;Hemptinne_Fauche_miJuillet_Q2;1;Jacobaea_vulgaris;665;Syritta_pipiens;1
828;Hemptinne_Fauche_miJuillet_Q2;1;Jacobaea_vulgaris;666;Apis_mellifera;1
829;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;667;Halictus_scabiosae;5
830;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;668;Syrphidae_indet.;1
831;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;669;Anthophila_indet.;5
832;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;670;Apis_mellifera;1
833;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;671;Maniola_jurtina;1
834;Hemptinne_Fauche_miJuillet_Q2;1;Jacobaea_vulgaris;672;Polyommatus_icarus;1
835;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;673;Bombus_lapidarius;1
836;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;674;Bombus_lapidarius;7
837;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;675;Bombus_vestalis/bohemicus;1
838;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;676;Bombus_lapidarius;5
839;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;677;Halictus_scabiosae;3
840;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;678;Anthophila_indet.;3
841;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;679;Bombus_pascuorum;4
842;Hemptinne_Fauche_miJuillet_Q2;1;Jacobaea_vulgaris;681;Pieris_spec.;1
843;Hemptinne_Fauche_miJuillet_Q2;100;Centaurea_jacea;680;Lasioglossum_spec.;3
844;Hemptinne_Fauche_miJuillet_Q3;1;Daucus_carota;683;Hylaeus_spec.;1
845;Hemptinne_Fauche_miJuillet_Q3;4;Prunella_vulgaris;;No;0
846;Hemptinne_Fauche_miJuillet_Q3;1;Daucus_carota;684;Anthophila_indet.;1
847;Cyclotron_Tonte_miJuillet;7;Bellis_perennis;686;Platycheirus_albimanus;1
848;Cyclotron_Tonte_miJuillet;1;Cerastium_fontanum;;No;0
849;Cyclotron_Tonte_miJuillet;5;Hypochaeris_radicata;685;Lasioglossum_spec.;1
850;Cyclotron_Tonte_miJuillet;89;Trifolium_repens;687;Bombus_lapidarius;9
851;Cyclotron_Tonte_miJuillet;5;Hypochaeris_radicata;691;Sphaerophoria_spec.;1
852;Cyclotron_Tonte_miJuillet;89;Trifolium_repens;688;Apis_mellifera;7
853;Cyclotron_Tonte_miJuillet;89;Trifolium_repens;689;Apis_mellifera;21
854;Cyclotron_Tonte_miJuillet;89;Trifolium_repens;690;Apis_mellifera;1
855;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;692;Lasioglossum_sexnotatum;2
856;Cyclotron_Fauche_miJuillet;10;Leucanthemum_vulgare;720;Cheilosia_spec.;1
857;Cyclotron_Fauche_miJuillet;2;Malva_alcea_._Malva_moschata;;No;0
858;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;693;Lasioglossum_(Leuchalictus)_spec.;5
859;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;694;Halictus_scabiosae;3
860;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;695;Lasioglossum_spec.;1
861;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;696;Lasioglossum_spec.;1
862;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;697;Osmia_leaiana/niveata;1
863;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;698;Lasioglossum_spec.;2
864;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;699;Lasioglossum_spec.;3
865;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;700;Halictus_scabiosae;1
866;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;701;Lasioglossum_spec.;2
867;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;702;Lasioglossum_spec.;1
868;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;703;Halictus_scabiosae;3
869;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;704;Anthophila_indet.;1
870;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;705;Lasioglossum_(Leuchalictus)_spec.;2
871;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;706;Halictus_scabiosae;3
872;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;707;Lasioglossum_spec.;2
873;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;708;Lasioglossum_spec.;2
874;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;709;Lasioglossum_spec.;1
875;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;710;Lasioglossum_(Leuchalictus)_spec.;1
876;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;711;Lasioglossum_(Leuchalictus)_spec.;1
877;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;712;Lasioglossum_(Leuchalictus)_spec.;2
878;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;713;Lasioglossum_(Leuchalictus)_spec.;3
879;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;714;Lasioglossum_(Leuchalictus)_spec.;1
880;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;715;Lasioglossum_spec.;1
881;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;716;Lasioglossum_(Leuchalictus)_spec.;1
882;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;717;Lasioglossum_(Leuchalictus)_spec.;1
883;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;718;Lasioglossum_spec.;2
884;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;719;Lasioglossum_spec.;1
885;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;721;Lasioglossum_(Leuchalictus)_spec.;3
886;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;722;Lasioglossum_spec.;2
887;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;723;Lasioglossum_spec.;1
888;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;724;Lasioglossum_spec.;2
889;Cyclotron_Fauche_miJuillet;5;Centaurea_jacea;725;Lasioglossum_spec.;2
890;Blocry_Tonte_miJuillet;49;Trifolium_repens;726;Lasioglossum_spec.;2
891;Blocry_Tonte_miJuillet;49;Trifolium_repens;727;Bombus_pascuorum;7
892;BlancsChevaux_Tonte_miJuillet;1;Bellis_perennis;;No;0
893;BlancsChevaux_Tonte_miJuillet;11;Trifolium_repens;;No;0
894;CAV_Fauche_miJuillet_Q1;8;Achillea_millefolium;;No;0
895;CAV_Fauche_miJuillet_Q1;13;Centaurea_jacea;729;Apis_mellifera;4
896;CAV_Fauche_miJuillet_Q1;1;Jacobaea_vulgaris;733;Lasioglossum_spec.;2
897;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;728;Eristalis_tenax;6
898;CAV_Fauche_miJuillet_Q1;27;Lotus_corniculatus;;No;0
899;CAV_Fauche_miJuillet_Q1;1;Malva_alcea_._Malva_moschata;;No;0
900;CAV_Fauche_miJuillet_Q1;8;Trifolium_pratense;735;Bombus_pascuorum;2
901;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;730;Eristalis_tenax;1
902;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;732;Eristalis_spec.;3
903;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;737;Eristalis_spec.;1
904;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;738;Eristalis_tenax;1
905;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;739;Eristalis_tenax;1
906;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;740;Eristalis_spec.;2
907;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;743;Eristalis_tenax;2
908;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;742;Pieris_spec.;1
909;CAV_Fauche_miJuillet_Q1;13;Centaurea_jacea;731;Apis_mellifera;2
910;CAV_Fauche_miJuillet_Q1;13;Centaurea_jacea;734;Apis_mellifera;1
911;CAV_Fauche_miJuillet_Q1;13;Centaurea_jacea;736;Bombus_lapidarius;1
912;CAV_Fauche_miJuillet_Q1;13;Centaurea_jacea;732;Eristalis_spec.;1
913;CAV_Fauche_miJuillet_Q1;1;Jacobaea_vulgaris;741;Sphaerophoria_scripta;1
914;CAV_Fauche_miJuillet_Q1;1;Jacobaea_vulgaris;744;Sphaerophoria_scripta;2
915;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;745;Apis_mellifera;1
916;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;746;Eristalis_tenax;1
917;CAV_Fauche_miJuillet_Q1;9;Knautia_arvensis;747;Bombus_vestalis/bohemicus;1
918;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;748;Bombus_pascuorum;4
919;CAV_Fauche_miJuillet_Q2;5;Centaurea_jacea;749;Bombus_pascuorum;2
920;CAV_Fauche_miJuillet_Q2;4;Cerastium_fontanum;;No;0
921;CAV_Fauche_miJuillet_Q2;1;Hypochaeris_radicata;;No;0
922;CAV_Fauche_miJuillet_Q2;2;Lotus_corniculatus;752;Megachile_spec.;2
923;CAV_Fauche_miJuillet_Q2;1;Plantago_lanceolata;;No;0
924;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;748;Bombus_pascuorum;2
925;CAV_Fauche_miJuillet_Q2;4;Trifolium_pratense;751;Bombus_pascuorum;2
926;CAV_Fauche_miJuillet_Q2;1;Trifolium_repens;;No;0
